Date,Close,High,Low,Open,Volume
08-04-1996,4.759543419,4.784227767,4.710175623,4.740469491,228109392
09-04-1996,4.765153408,4.873988053,4.740469361,4.819010138,320184170
10-04-1996,4.762908936,4.845937139,4.743834711,4.824619046,285103129
11-04-1996,4.713541031,4.746079665,4.686613416,4.718029366,216484333
12-04-1996,4.842573166,4.880721029,4.692224082,4.713542182,341108156
15-04-1996,4.967114449,5.065850632,4.926721828,4.936819684,476612002
16-04-1996,4.978333473,5.043409532,4.936819074,4.981699724,388937409
17-04-1996,5.190394402,5.245372329,5.068095622,5.116342243,410008440
18-04-1996,5.475381851,5.503431546,5.310446936,5.351961036,686239778
19-04-1996,5.510163784,5.621242285,5.46528343,5.520262538,657928468
22-04-1996,5.335130692,5.576361292,5.307080998,5.565141654,577856867
23-04-1996,5.299227238,5.357571394,5.217320523,5.285762833,570256675
24-04-1996,5.728957653,5.791790176,5.524752103,5.544948421,534899747
25-04-1996,5.437232018,5.890521949,5.340739437,5.767101165,620220200
26-04-1996,5.485480309,5.552800547,5.295861319,5.430501795,632532875
29-04-1996,5.440601349,5.458552895,5.335132641,5.430502592,421084526
30-04-1996,5.489968777,5.610023364,5.396842405,5.430501926,429361131
01-05-1996,5.970187187,6.056581664,5.929795159,5.991505585,495470338
02-05-1996,5.974673271,6.004967734,5.834422995,5.9241831,506967956
03-05-1996,5.838913441,5.957845967,5.81198522,5.923063157,493527926
06-05-1996,5.511286736,5.731199605,5.482114951,5.699783652,591063023
07-05-1996,5.578606606,5.620120108,5.482113996,5.503431789,548608662
08-05-1996,5.608901501,5.688564067,5.408062258,5.4753831,785659868
09-05-1996,5.472016811,5.61899902,5.441722343,5.503432764,609397594
10-05-1996,5.414793968,5.445088436,5.308203788,5.340741824,606288615
13-05-1996,5.529238224,5.562898341,5.455186087,5.486602036,398370778
14-05-1996,5.682951927,5.719978289,5.492211498,5.520261791,651015892
15-05-1996,5.695295811,5.744664512,5.476505606,5.593193955,917242481
16-05-1996,5.727832794,5.845643193,5.689684945,5.761492309,688543503
17-05-1996,5.61451149,5.677343998,5.583095536,5.610023753,565289312
20-05-1996,5.438356876,5.551679567,5.421526815,5.542703494,326115037
21-05-1996,5.41928196,5.475382555,5.374401603,5.405818152,456241191
22-05-1996,5.448453903,5.502309728,5.431623846,5.475382115,319336904
23-05-1996,5.403574944,5.434990899,5.376646725,5.412551017,294687746
24-05-1996,5.700370789,5.717960896,5.671053734,5.701543546,236779521
27-05-1996,5.53267765,5.652290116,5.523296219,5.652290116,385864842
28-05-1996,5.35326004,5.417756689,5.289934896,5.417756689,545547298
29-05-1996,5.658154488,5.734378077,5.465835439,5.465835439,514643772
30-05-1996,5.554959297,5.715615775,5.518605699,5.699198425,528103408
31-05-1996,5.590137482,5.640562902,5.5373678,5.634699117,445949352
03-06-1996,5.761350155,5.78128515,5.664017562,5.699198402,488962489
04-06-1996,5.679261684,5.897378867,5.576066566,5.862199282,719201952
05-06-1996,5.64290905,5.746104801,5.592484245,5.746104801,333800656
06-06-1996,5.73554945,5.839917311,5.699197113,5.721476992,331038987
07-06-1996,5.730861187,5.757832104,5.646428285,5.654636961,223961286
10-06-1996,5.679261684,5.734377515,5.652290148,5.71092425,181533533
11-06-1996,5.634700775,5.687471098,5.603038832,5.652290883,245694726
12-06-1996,5.720304966,5.780111825,5.678089465,5.722651107,200355457
13-06-1996,5.698023796,5.742585432,5.679260936,5.710923497,116946606
14-06-1996,5.757831097,5.76955867,5.70388802,5.72265151,122670207
17-06-1996,5.679261684,5.775420886,5.665189851,5.775420886,107843741
18-06-1996,5.53385067,5.652290384,5.46700789,5.652290384,191150360
19-06-1996,5.368504524,5.558477446,5.325115005,5.535023551,239238694
20-06-1996,5.376713276,5.400166546,5.265308836,5.323942949,284643785
21-06-1996,5.227782726,5.380230534,5.197293227,5.345050945,353062318
24-06-1996,5.183222294,5.230129148,5.103479796,5.185567182,307595608
25-06-1996,5.074162483,5.230128886,4.972140103,5.206675304,349199902
26-06-1996,4.976830959,5.105824563,4.952204933,5.105824563,296123198
27-06-1996,5.065953255,5.112860415,4.870116879,4.931096187,538798574
28-06-1996,5.009665489,5.20081147,4.961585883,5.112860619,759474427
01-07-1996,4.895916462,5.10582502,4.84314582,4.949859548,553501802
02-07-1996,4.792721272,4.94634154,4.761059012,4.899434686,568077589
03-07-1996,4.47140789,4.736432581,4.420983081,4.725878077,645479950
04-07-1996,4.45498991,4.592192796,4.320131913,4.391665405,806775714
05-07-1996,4.388147354,4.53824995,4.328341431,4.497205951,595286753
08-07-1996,4.422156811,4.854873687,4.375249637,4.478444793,347866683
09-07-1996,4.205210686,4.854872177,4.033999711,4.386974909,541834730
10-07-1996,4.133677483,4.22045589,4.036345825,4.057453579,479966058
11-07-1996,4.144231796,4.280261308,4.117259944,4.186447614,458245222
12-07-1996,3.989439726,4.126642027,3.953086433,4.116088149,688976239
15-07-1996,4.211073875,4.409256091,3.895624379,3.963639609,1448889005
16-07-1996,5.085889339,5.092925257,4.690697991,4.690697991,858611628
17-07-1996,5.176186085,5.370849735,4.822038377,4.901779936,1115459465
18-07-1996,5.425966263,5.435347698,5.25241066,5.25241066,848594275
19-07-1996,5.694506645,5.69802429,5.475216089,5.475216089,393554662
22-07-1996,5.610074043,5.80942899,5.262962335,5.511569327,405630663
23-07-1996,5.658154488,5.89151691,5.543231786,5.816465452,488003187
24-07-1996,5.106998444,5.512743751,5.092926292,5.512743751,447774126
25-07-1996,4.87715292,5.136313482,4.852526897,5.061262968,593621628
26-07-1996,4.879498959,4.958068071,4.746986762,4.854872931,534079089
29-07-1996,4.976830959,5.118724268,4.915851647,4.945168702,442365624
30-07-1996,4.845491886,4.925233762,4.728223961,4.904125379,411938248
31-07-1996,5.01435709,5.083545088,4.63910098,4.878326609,419615464
01-08-1996,4.922888756,5.159768565,4.892399251,5.111688949,573738171
02-08-1996,4.856044292,4.959239409,4.819691325,4.90646972,363985756
05-08-1996,4.780993938,4.875981023,4.762231386,4.84549121,229500029
06-08-1996,4.830246449,4.91350627,4.71766926,4.761058463,330688876
07-08-1996,4.93813324,4.960414381,4.819692868,4.849009928,305888471
08-08-1996,4.841972828,5.00028411,4.819692004,4.969794611,287014731
09-08-1996,4.880671501,4.911161003,4.807966175,4.850181999,237997904
12-08-1996,4.879498959,4.93813276,4.857218133,4.901779784,193398067
13-08-1996,4.907642841,4.947513773,4.850181489,4.866598839,196437024
14-08-1996,4.840800285,4.913506229,4.823210178,4.823210178,172025941
15-08-1996,4.840800285,4.840800285,4.840800285,4.840800285,0
16-08-1996,4.840800285,4.875980813,4.797411083,4.843145174,151178980
19-08-1996,4.626200199,4.831418303,4.599228976,4.819691357,224927590
20-08-1996,4.676625729,4.772784938,4.553494981,4.579293449,352114219
21-08-1996,4.911160469,4.911160469,4.772785123,4.803274622,308818193
22-08-1996,4.946341515,5.099962096,4.91702477,5.065954008,469709230
23-08-1996,5.006147385,5.060090463,4.925232767,4.948686034,350177410
26-08-1996,4.907642841,5.004974499,4.887707219,4.960413477,279394933
27-08-1996,4.867772579,4.931096783,4.831419291,4.901779726,301803385
28-08-1996,5.003803253,5.013184688,4.878327261,4.878327261,171898501
29-08-1996,4.956894875,5.029601133,4.946340998,5.017874186,174203626
30-08-1996,4.961585999,4.976830905,4.927577914,4.951031495,122273882
02-09-1996,4.988557816,5.006148239,4.951032081,4.974485665,118106171
03-09-1996,4.863081455,5.040155298,4.833764399,5.006147839,276108098
04-09-1996,4.868945122,4.880671444,4.810311007,4.837282862,135678901
05-09-1996,4.941650867,4.95455026,4.888880225,4.888880225,143526971
06-09-1996,4.900606632,4.968621857,4.880670698,4.961585627,111851802
09-09-1996,4.863081455,4.901779631,4.843145519,4.89943443,108053807
10-09-1996,4.819692135,4.85839031,4.790375706,4.85839031,144573101
11-09-1996,4.768095493,4.875981671,4.739951191,4.81031132,124726054
12-09-1996,4.732913494,4.76574819,4.655516844,4.737604523,271684106
13-09-1996,4.691870213,4.76926655,4.680143267,4.759885432,181943862
16-09-1996,4.524178028,4.668417158,4.4889975,4.668417158,209209043
17-09-1996,4.59219408,4.643791341,4.521833639,4.527696487,177238381
18-09-1996,4.81617403,4.866598522,4.567567025,4.573429872,203848156
19-09-1996,4.642619133,4.867773247,4.620337991,4.830247509,245822166
20-09-1996,4.616819382,4.712978595,4.596883759,4.634409489,159067662
23-09-1996,4.557013035,4.620337237,4.506588538,4.598057039,163084127
24-09-1996,4.59219408,4.641446139,4.561704577,4.573430899,132116180
25-09-1996,4.62502718,4.714150772,4.608609833,4.641444527,148154028
26-09-1996,4.552323341,4.617992751,4.514797606,4.601575399,131553203
27-09-1996,4.412773132,4.548802927,4.389319244,4.548802927,258151647
30-09-1996,4.480789185,4.500725121,4.348277304,4.385802723,248744886
01-10-1996,4.469063282,4.52300637,4.422156426,4.503070432,186225010
02-10-1996,4.469063282,4.469063282,4.469063282,4.469063282,0
03-10-1996,4.449127674,4.571085689,4.416292968,4.514797712,152664847
04-10-1996,4.472579479,4.508932759,4.368211922,4.473752236,180091079
07-10-1996,4.385801315,4.483133574,4.233353547,4.483133574,272128046
08-10-1996,4.404564857,4.456162734,4.257980528,4.364694241,196707309
09-10-1996,4.46202755,4.503070936,4.391667101,4.456164075,175357589
10-10-1996,4.581637859,4.596882762,4.42801764,4.449126015,194458201
11-10-1996,4.575775623,4.655517166,4.528868778,4.602746848,218296503
14-10-1996,4.440918922,4.549977542,4.422156368,4.532387432,161673883
15-10-1996,4.428018093,4.491342912,4.356485227,4.412773815,162204650
16-10-1996,4.420983791,4.525351699,4.405739196,4.504243315,139300441
17-10-1996,4.534730911,4.573429076,4.358829564,4.398701112,280674936
18-10-1996,4.568739891,4.643790408,4.498379464,4.56170366,449426646
21-10-1996,4.568739891,4.568739891,4.568739891,4.568739891,0
22-10-1996,4.731741428,4.819691647,4.602746897,4.602746897,404608341
23-10-1996,5.007319927,5.035463596,4.901778977,4.976830431,321409556
24-10-1996,4.941650867,5.180876484,4.892398811,5.041328051,664698198
25-10-1996,5.017874241,5.04836374,4.914679109,4.924060229,307185279
28-10-1996,4.961585999,5.065953575,4.936959973,5.042500307,198911602
29-10-1996,4.884189606,5.06595353,4.832591727,4.938132373,255387177
30-10-1996,4.884189606,4.884189606,4.884189606,4.884189606,0
31-10-1996,4.737605572,4.797411503,4.68131666,4.797411503,174959864
01-11-1996,4.61447382,5.065953109,4.583984323,4.771612019,176580174
04-11-1996,4.425672531,4.573429281,4.381110892,4.573429281,219855194
05-11-1996,4.342413902,4.471408462,4.315442671,4.41277497,171643620
06-11-1996,4.29081583,4.344758908,4.131332111,4.248599386,375113658
07-11-1996,4.350622177,4.370558114,4.291989004,4.348277289,197698821
08-11-1996,4.389320374,4.411601197,4.233354608,4.374075468,156443236
11-11-1996,4.302542686,4.361176484,4.24039093,4.286125336,160514318
12-11-1996,4.302542686,4.302542686,4.302542686,4.302542686,0
13-11-1996,4.378767014,4.403393042,4.26853564,4.26853564,91577621
14-11-1996,4.321305752,4.385802394,4.300197372,4.362349127,79014267
15-11-1996,4.376420975,4.406910471,4.293160847,4.307232994,89604400
18-11-1996,4.496034145,4.507761093,4.397530037,4.397530037,160543727
19-11-1996,4.439745903,4.525351247,4.396356696,4.506588693,147561641
20-11-1996,4.288470745,4.444437159,4.270880948,4.444437159,116320609
21-11-1996,4.213419914,4.329514757,4.171203152,4.281434521,209685193
22-11-1996,4.171203136,4.238045925,4.143058837,4.167685491,232072639
25-11-1996,4.370559216,4.463200498,4.075045254,4.15713203,357273443
26-11-1996,4.442089558,4.565220278,4.293160061,4.446780586,398213928
27-11-1996,4.259153843,4.291988542,4.157130535,4.291988542,222453012
28-11-1996,4.236872673,4.314269011,4.209900823,4.268534612,130021121
29-11-1996,4.252117157,4.299023999,4.228663893,4.266188677,100735104
02-12-1996,4.241564751,4.290817444,4.201694119,4.227492597,73168828
03-12-1996,4.275571346,4.371730245,4.214592036,4.221628267,200186004
04-12-1996,4.215765953,4.245083016,4.153614182,4.245083016,134967477
05-12-1996,4.288470745,4.336550985,4.145404977,4.177067238,189137926
06-12-1996,4.295505524,4.337722274,4.268534302,4.30957767,111482086
09-12-1996,4.288470745,4.328342308,4.265017474,4.268535747,81383813
10-12-1996,4.214591503,4.277916007,4.187619654,4.268534576,109884183
11-12-1996,4.508933544,4.510105988,4.232182224,4.232182224,204542775
12-12-1996,4.410429001,4.581639381,4.392839204,4.549977434,242914851
13-12-1996,4.411601543,4.432709925,4.345932138,4.388147961,126536824
16-12-1996,4.568739891,4.596883561,4.439745356,4.439745356,198617510
17-12-1996,4.507760525,4.59922933,4.460853678,4.561703602,168830135
18-12-1996,4.574604511,4.66138231,4.541769177,4.573431127,197738033
19-12-1996,4.57694912,4.632064648,4.520660833,4.561704212,133691676
20-12-1996,4.784512043,4.819691945,4.634409438,4.634409438,359023994
23-12-1996,4.71297884,4.80679317,4.681316582,4.80679317,208125102
24-12-1996,4.703598022,4.737606113,4.655518407,4.700080376,152832900
25-12-1996,4.703598022,4.703598022,4.703598022,4.703598022,0
26-12-1996,4.919368267,4.942821844,4.784511218,4.784511218,144718746
27-12-1996,4.919368267,4.919368267,4.919368267,4.919368267,0
30-12-1996,4.919368267,4.919368267,4.919368267,4.919368267,0
31-12-1996,4.846664429,4.948686815,4.810311139,4.94282334,104373449
01-01-1997,5.14569664,5.171495113,4.91350694,4.91350694,282841417
02-01-1997,5.023736477,5.159766276,5.009664332,5.158593519,208595650
03-01-1997,5.082370758,5.095270462,4.985039416,4.985039416,196512647
06-01-1997,5.049537182,5.13631498,5.030774626,5.112861708,131549002
07-01-1997,5.084716797,5.123415285,5.014356365,5.044846178,192860298
08-01-1997,5.167976379,5.275862218,5.124587179,5.20550148,270772419
09-01-1997,5.156249523,5.204328813,5.097615417,5.130450742,201638261
10-01-1997,5.220746517,5.262962963,5.189084574,5.241854897,203125529
13-01-1997,5.212537766,5.230128499,5.124587542,5.159767443,167282648
14-01-1997,5.420100689,5.523296437,5.197292783,5.253581373,215142711
15-01-1997,5.800047398,5.800047398,5.477561721,5.511569174,367418236
16-01-1997,5.655809879,6.206966451,5.570204844,6.206966451,426196135
17-01-1997,5.714443684,5.793012796,5.464663258,5.464663258,364585144
20-01-1997,5.510396957,5.734377943,5.471699098,5.722651623,215271551
21-01-1997,5.402510643,5.558476067,5.349739704,5.476389331,227253722
22-01-1997,5.771903515,5.781284947,5.558476725,5.558476725,292349010
23-01-1997,5.771903515,5.771903515,5.771903515,5.771903515,0
24-01-1997,6.076798916,6.124878204,5.910278663,5.910278663,520318358
27-01-1997,6.292571068,6.449709259,6.179993892,6.215174103,516657606
28-01-1997,6.455572605,6.476680983,6.277326032,6.420392393,335030243
29-01-1997,6.432119846,6.754605563,6.292571746,6.754605563,503528474
30-01-1997,6.425083637,6.531797033,6.297261863,6.308988809,592714143
31-01-1997,6.280844212,6.402802832,6.191720918,6.298434319,512306436
03-02-1997,5.934905052,6.209311471,5.863372494,6.086180723,386045499
04-02-1997,6.187029839,6.28318904,5.900897749,5.924351014,487395396
05-02-1997,6.169441223,6.423911409,6.128396594,6.367622186,367611497
06-02-1997,6.269118786,6.339479225,6.0873539,6.169441914,445404581
07-02-1997,6.418050289,6.46026644,6.23863149,6.297264999,454092915
10-02-1997,6.394593716,6.437981976,6.283189293,6.420392496,322994855
11-02-1997,6.447364807,6.495444102,6.332442725,6.354723863,253800477
12-02-1997,6.422737122,6.525932866,6.369967432,6.449709285,251775440
13-02-1997,6.399284363,6.448537038,6.346514669,6.385212528,202465921
14-02-1997,6.426255703,6.449709596,6.373485384,6.379349171,144386842
17-02-1997,6.453228951,6.566978293,6.414530456,6.508344798,233793781
18-02-1997,6.291397572,6.461436089,6.244490416,6.461436089,250776926
19-02-1997,6.399284363,6.416875096,6.249182076,6.334787096,290382791
20-02-1997,6.335960388,6.414529497,6.300780798,6.379349907,209330882
21-02-1997,6.245665073,6.317198265,6.224556692,6.285535694,200382065
24-02-1997,6.011129379,6.203447801,5.981812325,6.198756771,239367535
25-02-1997,6.133087158,6.305470578,5.934904957,5.980639359,513271340
26-02-1997,6.188202858,6.226901342,6.060381086,6.095561298,257479435
27-02-1997,6.325405598,6.350031619,6.212828425,6.217519454,279361322
28-02-1997,6.889462471,7.012593219,6.707697616,6.830828364,165116166
03-03-1997,7.158006191,7.352670153,7.118134942,7.202567844,335152081
04-03-1997,7.221327305,7.269407211,7.093506184,7.188492613,292860171
05-03-1997,7.128688335,7.50394438,6.993831262,7.458209975,627047348
06-03-1997,7.052466393,7.10640949,6.953961633,7.014940651,417566619
07-03-1997,7.052466393,7.052466393,7.052466393,7.052466393,0
10-03-1997,6.712389946,6.904708401,6.67486421,6.904708401,383942037
11-03-1997,6.354723454,6.73115162,6.285535156,6.660790565,567678463
12-03-1997,6.537660599,6.657273717,6.440329246,6.588086038,436392744
13-03-1997,6.452054501,6.610366084,6.412183885,6.600984652,278082720
14-03-1997,6.582220554,6.684243537,6.351203679,6.379348598,679037311
17-03-1997,6.673689842,6.707697297,6.534141752,6.61271085,474945478
18-03-1997,6.761640549,6.869526692,6.651408891,6.672516641,463348428
19-03-1997,6.622093201,6.924643316,6.59043063,6.894154129,355162979
20-03-1997,6.666655064,6.753432851,6.502480922,6.578704519,430199995
21-03-1997,6.767504215,6.822620053,6.713561761,6.754605763,297467621
24-03-1997,6.767504215,6.767504215,6.767504215,6.767504215,0
25-03-1997,6.767504215,6.848419463,6.708871358,6.819102408,318629681
26-03-1997,6.84138298,6.939887701,6.814410816,6.842555111,417441980
27-03-1997,6.839038372,6.864837156,6.766332423,6.813238961,223496340
28-03-1997,6.839038372,6.839038372,6.839038372,6.839038372,0
31-03-1997,6.16357851,6.360587377,6.155369834,6.360587377,3646747
01-04-1997,6.123706818,6.237455514,5.628837656,5.683953494,479214021
02-04-1997,6.226901054,6.375829945,6.150676847,6.330096172,369832596
03-04-1997,6.28318882,6.326577703,6.172957789,6.237454422,291468133
04-04-1997,6.256216526,6.279670414,6.145985508,6.189374386,195533739
07-04-1997,6.192893982,6.237455,6.151849983,6.232764598,177526872
08-04-1997,6.192893982,6.192893982,6.192893982,6.192893982,0
09-04-1997,6.432119846,6.453227599,6.335960009,6.37700401,352918072
10-04-1997,6.240973949,6.373486141,6.009957026,6.344169085,344044880
11-04-1997,6.280844212,6.354723539,6.016993228,6.027546791,283048683
14-04-1997,6.280844212,6.280844212,6.280844212,6.280844212,0
15-04-1997,6.228074074,6.318370128,6.182339668,6.279672266,189804536
16-04-1997,6.228074074,6.228074074,6.228074074,6.228074074,0
17-04-1997,6.559942722,6.586914269,6.280845822,6.308990752,360463647
18-04-1997,6.559942722,6.559942722,6.559942722,6.559942722,0
21-04-1997,7.017283916,7.019628805,6.592775858,6.60215729,407274780
22-04-1997,7.102888584,7.458208958,6.966858145,7.17676665,726681706
23-04-1997,7.190839767,7.29403552,7.165040986,7.270581626,382890306
24-04-1997,7.143933296,7.241265898,7.108753706,7.220157517,280897606
25-04-1997,7.16386795,7.179113168,7.089989254,7.105234472,242518527
28-04-1997,7.158006191,7.214294166,7.118134942,7.153315161,173475397
29-04-1997,7.156831264,7.16973034,7.108751981,7.13103186,156500655
30-04-1997,7.26354599,7.381985712,7.24712864,7.32921539,339969597
01-05-1997,7.26354599,7.26354599,7.26354599,7.26354599,0
02-05-1997,7.161521912,7.2225009,7.147450078,7.200219766,163351611
05-05-1997,7.016113281,7.094682403,6.996177655,7.064193211,257829546
06-05-1997,7.101716518,7.129860815,7.013765984,7.036046494,198544687
07-05-1997,7.05480814,7.12985895,7.040735682,7.12985895,138215100
08-05-1997,7.079436302,7.09233538,7.02197495,7.057155165,99379477
09-05-1997,7.064193249,7.104063876,7.047775268,7.094682441,85274238
12-05-1997,6.869529247,7.077091684,6.850765752,7.059502199,273476670
13-05-1997,6.863663673,6.907052562,6.839037649,6.860145401,166270129
14-05-1997,6.943406105,6.963341728,6.75812359,6.867181885,357819615
15-05-1997,6.898844242,6.953959453,6.877736489,6.901189757,195812427
16-05-1997,7.188371181,7.206662192,7.148131348,7.157885946,116368224
19-05-1997,7.246903419,7.343235783,7.210321394,7.267633408,161148717
20-05-1997,7.245684147,7.287143473,7.223735322,7.24934261,64619137
21-05-1997,7.133498669,7.243244742,7.110329706,7.243244742,153425287
22-05-1997,7.068870544,7.157886632,7.011558531,7.148132033,246214290
23-05-1997,7.078627586,7.181057413,6.989611476,7.048142992,333323105
26-05-1997,7.027410507,7.101793386,7.01155782,7.054236628,142541061
27-05-1997,6.942054272,7.131061873,6.882303923,7.055458832,338209243
28-05-1997,6.890839577,7.020095524,6.873768049,6.974977728,145064655
29-05-1997,7.176178932,7.2237357,6.850598488,6.87498629,507298460
30-05-1997,7.342017651,7.37494187,7.176179669,7.220077977,479755992
02-06-1997,7.42737627,7.461519328,7.329824397,7.401768977,327784362
03-06-1997,7.398109436,7.582239067,7.340798069,7.438349928,361266100
04-06-1997,7.40786314,7.495660373,7.378597396,7.462735515,174758201
05-06-1997,7.578578949,7.688325653,7.445663938,7.472491359,594454891
06-06-1997,7.515172005,7.639550634,7.499319967,7.609066046,271443230
09-06-1997,7.533463001,7.605407566,7.426155898,7.462737273,324115207
10-06-1997,7.648086071,7.682229118,7.555411529,7.609065074,306291798
11-06-1997,7.738320827,7.816362813,7.707835595,7.743198126,283600456
12-06-1997,7.901723862,7.924892179,7.731007921,7.740762522,410819296
13-06-1997,7.874896526,8.0114694,7.816365667,7.950498913,309634650
16-06-1997,7.690765381,7.852945514,7.639550156,7.82611874,269447602
17-06-1997,7.800511837,7.877333701,7.75905186,7.779781849,271997805
18-06-1997,7.895623684,8.034636146,7.861480638,7.950496716,239045434
19-06-1997,8.338269234,8.389483816,7.793196586,7.828559128,579468774
20-06-1997,8.772377014,8.913827848,8.426066531,8.439479596,712670296
23-06-1997,8.902851105,9.065031256,8.858953453,8.86505024,374255188
24-06-1997,8.995524406,9.072346258,8.857732086,8.90163038,306394030
25-06-1997,8.988210678,9.362567428,8.926021352,9.243066075,703592639
26-06-1997,9.260136604,9.511332859,8.587026872,8.980893432,1176069141
27-06-1997,9.015034676,9.230868997,8.986989067,9.189409024,399355288
30-06-1997,8.983329773,9.021131933,8.817491841,8.90163062,403447375
01-07-1997,8.918704987,9.116247704,8.828469392,9.072349395,442137352
02-07-1997,9.02723217,9.191851329,8.974797442,9.034549098,352633783
03-07-1997,8.907728195,9.060153732,8.879681933,8.980892244,225940109
04-07-1997,8.754084587,8.956505228,8.699211545,8.932116775,309913338
07-07-1997,8.788228035,8.907729374,8.715063976,8.730916015,275138993
08-07-1997,8.682139397,8.822370059,8.633363146,8.768716509,308917624
09-07-1997,8.912604332,8.945528541,8.852854004,8.8772418,215082492
10-07-1997,8.951623917,9.072344693,8.889434623,8.974792222,345238055
11-07-1997,8.749204636,8.852853908,8.713842104,8.838220709,242305660
